restaurant_key,governorate_key,cuisine_key,name,category,rating,phone_number,photo_url,maps
RST-00070,6,32,Osmanly Restaurant,Turkish restaurant,4.2,+20227980000,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHF5BoLVI6LFa0KnQRfet6GSOizIryA1NCLR5eb77apg4bDgCWdOxbFzXhk1zNI2Py-rJp3STQwv5lfRm46mHh0upisojzx0p2Ei0fOsCXOIIokryB56q_XOouy0B9NZmAcTvOe=w408-h272-k-no,"https://www.google.com/maps/place/Osmanly+Restaurant/@30.0386357,31.230671,17z/data=!3m1!4b1!4m6!3m5!1s0x145840cdc7e28511:0x9f649c9eb3c03a92!8m2!3d30.0386357!4d31.230671!16s%2Fg%2F1tgfsxvy?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D"
RST-00071,9,11,PAVONE Restaurant & Cafe,Restaurant,4.2,+201062289492,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGKI3usDd06yaPR0EeGMPtpFxIeNPWhIq8_j8yljM-lZ0tNx5s_ujNd7sCjTuNpDPYbQ7yH_gRCwMqKBPH9mYTwPZyirJDFn32YvBUTsZDkwUZYl3_BMugxVHScWebdtCGfHlTyxqdbCP8=w408-h612-k-no,https://www.google.com/maps/search/PAVONE+Restaurant+&+Cafe?hl=en
RST-00072,2,11,Panorama Restaurant & Bar,Restaurant,4.3,+20972454455,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHHHJsMfW0t6l38Yyw2J9xfiu6zH7EgXJ5_hPrQhPNcgGN7i5oh63RgI3BwG8hFLSH4NEDX5TH2SYpFAfrtigm5H7YYYyUZHKWaQKaiBThE2iszgDcGKwt6LvyL92w10YPDMzI=w408-h306-k-no,https://www.google.com/maps/search/Panorama+Restaurant+Aswan?hl=en
RST-00073,6,17,Pier88 Nile River,Italian restaurant,4.4,+201080888876,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF-NnNstOBbGVdK70PtU-ARMbs__vAY3S2qSiNOFo3lgrVN4dJXNiDDHt4irLChFSR-RzUCiJ7q277QJWNZVr4rJZ6p9oXQQr5u_DaNHJxZsqimY5xo6A4wuBw0OjoyKYAKqGbouA=w408-h272-k-no,https://www.google.com/maps/search/Pier+88?hl=en
RST-00074,20,2,Ralph's German Bakery.Dahab,Bakery,4.5,+20693652715,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGjHBwh6EFahK81oOdpEKWhCOz5nP5ROO1PdModd7XmMzyLEwAcJumDruq1ZDf51TC1zFkFqXh-6hIFR3sU79w8rQ1bNTRw7YrUq58dpZoqtDfeWqQprgUbhp7bl4NtICSaVk1E_ttX7mU=w426-h240-k-no,"https://www.google.com/maps/place/Ralph's+German+Bakery.Dahab/@28.4998654,34.5139733,16z/data=!4m10!1m2!2m1!1sRalph's+German+Bakery+Dahab!3m6!1s0x15ab4b29aa802105:0x49a015566313a0dc!8m2!3d28.4998654!4d34.5191231!15sChtSYWxwaCdzIEdlcm1hbiBCYWtlcnkgRGFoYWJaHSIbcmFscGgncyBnZXJtYW4gYmFrZXJ5IGRhaGFikgEGYmFrZXJ54AEA!16s%2Fg%2F11c5698l32?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D"
RST-00075,11,21,Restaurant El-Kababgy Luxor,Meat dish restaurant,4.6,+201008598314,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHQP6yYTof41gG91AmKs7LHicdshJzU73BRE9FQjmnXXLl-c7_iCp9wEsdrNiNfbD_NIOBdYRO-Uov9shqZhqty398wi16rYEmQ20WQkFlLwyoFx5JGL3hGF2ea_wqQxHxmJEOA=w408-h463-k-no,"https://www.google.com/maps/place/Restaurant+El-Kababgy+Luxor/@25.6967828,32.6362213,17z/data=!3m1!4b1!4m6!3m5!1s0x144915f3342b52cf:0xb15b9bf77f31c95!8m2!3d25.6967828!4d32.6362213!16s%2Fg%2F11s4_4dm31?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D"
RST-00076,6,15,SACHI Heliopolis,Fine dining restaurant,4.6,+201280902028,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFk6JqOF77jF4cuUSCfeZth8IbZLxsFb_bXQH8c4rYnY7Kh6hMnHYCMRmnCe92jh1QYOIMypv4vPIGmYi7xPuF8eEJphPkM5LlSyYB-yQlwwUWa-jds6_IlTPSyKapduk8tQ5s=w408-h272-k-no,https://www.google.com/maps/search/Sachi?hl=en
RST-00077,1,11,Santa Lucia,Restaurant,4.5,+201282223630,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHQ9cf8PZxuLqN_aIEIQK4YsuIWO09mVuLPrlfhL9UrMw-IUvzibB0SX6VpVwWmxCsZhAaZ1RdNCpvv6wzcPj3v3Q0qRAz3XG68rJtcKFARHm92gz4hlpl-qbik6I14Y5J2pcAv=w426-h240-k-no,https://www.google.com/maps/search/Santa+Lucia?hl=en
RST-00078,9,18,Sapporo Japanese Restaurant,Japanese restaurant,4.8,+201022216883,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHT_42z3NDoog0IfMmyAlf0YEMG572e63Ii0HX4u1T3UnvuVW3WNC5vNcgvMcc1w0Pc4F1ezxf7IycRc6S0xc7ZWMzYOsL1nf_M2jjzXsahY3eQgeqP9gDf2MMYT3nDM98nVSrD=w408-h270-k-no,https://www.google.com/maps/search/Sapporo+Japanese+Restaurant?hl=en
RST-00079,1,26,Sea Gull Restaurant,Seafood restaurant,4.4,+2033105957,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEispZv9gIuWANyULXfFiK32X2DlhhVYZAhANvNShMMLcQYg06o9yFd8oB0ihZnzSG2W6hvQxB01Mi6dZUHJL0L1ul4P7deDjYMMiCAa9vXSxT1FY_YW-v0xBBG5kU9LnNB--I=w408-h306-k-no,"https://www.google.com/maps/place/Sea+Gull+Restaurant/@31.1447784,27.1973052,7z/data=!4m10!1m2!2m1!1sSea+Gull!3m6!1s0x14f5ea81abba4f8b:0x96b577f17fb43ffc!8m2!3d31.1447784!4d29.834024!15sCghTZWEgR3VsbFoKIghzZWEgZ3VsbJIBEnNlYWZvb2RfcmVzdGF1cmFudOABAA!16s%2Fg%2F1td2qmg2?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D"
RST-00080,6,14,Sequoia,Ferry terminal,4.2,0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEbNyrrjfPs-Hil89zpVX5uwmIHupo7dYrVYjg6YAE7BWYNcXK5bfTliKDO8jZxXQ4Ag0iOdlEDu7Zs8MFqF7RTcGEq9behJSynsUmGo7ye3jrx9Yiczouto1wmI8eTHlzYuEq7=w408-h272-k-no,https://www.google.com/maps/search/Sequoia?hl=en
RST-00081,1,11,Sky view restaurant Le Metropole hotel,Restaurant,4.4,+2034861465,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF_58B8RBwZ7pxE4e0JSHqVsJm2ucmlQNNdnU0a8IrTC2U_xvhNjbsa4kTkAvc3FQQhOL5897Ic7mb1JvDawyZpW55TNiMuhX9ZzDkXYZ7ba4tOhK_8K5NG7_7Hb-v2Y9a2XJfA=w408-h306-k-no,https://www.google.com/maps/search/Sky+View+Restaurant+Le+Metropole+Hotel?hl=en
RST-00082,6,11,Sobhy Kaber,Egyptian restaurant,4.3,+20221288990,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGqrxR7imrGnkLO5xqF_R9sRbll2EmIIEVPFxv95AKlE14IsAEU5QN5XPVXgYHlHV56ig37OBdpGr-fWORwK3MCMZcapXbJGmWzJCfj1Em3Relv5Ocx8cfG9RFaTfJG2wTQiyShcUVYyfx9=w408-h306-k-no,"https://www.google.com/maps/place/Sobhy+Kaber/@30.0837916,31.2344225,17z/data=!3m1!4b1!4m6!3m5!1s0x1458405895555555:0x7c04a84ad2086b3b!8m2!3d30.0837916!4d31.2344225!16s%2Fg%2F11g7z6l4vy?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D"
RST-00083,11,21,Sofra Restaurant & Cafè,Meat dish restaurant,4.5,+20952359752,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEQcJnJxML9BdJhJCdy1mugCxg1s-qmXR0JsO-xqmraCybURPwbjNX1tmbuDA23V3Y_pvryH54Co3_0eHuK9AUzVHLcOaXHggu8jMIsWPCDhxHn3-TEP0jnNqxC4t5TloJB6ZHjwT2nzgM=w426-h240-k-no,https://www.google.com/maps/search/Sofra?hl=en
RST-00084,17,26,South Lagoon,Seafood restaurant,4.7,+201028367704,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGwe3lJnJfyzpt-kWqvm1_OUEwqsVvTw1-4X6CICu2ste6iTR9WusM-RmyPkTJAGGWuRSG-RDlEW8IxymG4qxX3IwA4fOVbimQqdAdBeiI9j4BfS-tWKsQ5lZRSln9qUjcNQb-S8A=w408-h613-k-no,https://www.google.com/maps/search/Marsa+Alam+Restaurant?hl=en
RST-00085,17,26,Starfish Seafood Restaurant,Seafood restaurant,4.4,+20653443751,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH7ebAQNCMwwdlcv4G_I0JPdxWdcXjEk50g3fwWkIf0WY4KT_6NE1xl7bVRuUY8YnOnBUicc48zJlAj6ZJLNxpX47A_XCBx6ZrljSrHmL5nqpN7xgMcO7skrSVEIpcZrFuTjsam=w408-h301-k-no,https://www.google.com/maps/search/Star+Fish+Restaurant+Hurghada?hl=en
RST-00086,6,9,Stavolta Gelato,Coffee shop,4.6,+20225210065,https://lh3.googleusercontent.com/gps-cs-s/APNQkAETgoyLV1neAUNlsF2Y8S0No8B9eqCykzbG28o352b5xwsKaQTMi5dgtbQkpeR8XjUXlWLBrBeCyvIshCWXOVjLXthklDvWr732XH--Dpr1wNes2Sv5ZVHG_Um-3XJt0zRMrFZL=w426-h240-k-no,https://www.google.com/maps/search/Tabla+Luna?hl=en
RST-00087,1,11,Stefano's Restaurant,Restaurant,4.3,+2035818000,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFfev0VnXAz6SAbpAy-x_y1FR8eaoCrtJ-AOLXWA7ikxDx2IVwKFU5JvJBwq97QmOfS2l68HnlHyh8ShhBFMk2TogPMue6w_vjvLHfyIWA88sYuF062xB-nYd6iSZBxnOrU5F0N=w408-h326-k-no,https://www.google.com/maps/search/Stefano's?hl=en
RST-00088,20,11,Strand Beach Resort Taba Heights,Restaurant,4.7,+20693580300,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHU-KTX4xqwuXCtDVyMMZ8SRRRw1pMuOoWafivVtccIl2YH0vy24E_VXUlXokDcLCzaWvcfpSVHVEFg0yCl-97HTEgezoLBtzkW4KvnF91wh5TrBSV6cwOUuBQkTU4CMUFUfE4UiQ=w408-h272-k-no,"https://www.google.com/maps/place/Strand+Beach+Resort+Taba+Heights/@29.6417853,33.0660215,8z/data=!4m13!1m2!2m1!1sTaba+Heights+Restaurant!3m9!1s0x150074a1c97985df:0x62397d6994a5cb7e!5m2!4m1!1i2!8m2!3d29.3795127!4d34.8019485!15sChdUYWJhIEhlaWdodHMgUmVzdGF1cmFudFoZIhd0YWJhIGhlaWdodHMgcmVzdGF1cmFudJIBDHJlc29ydF9ob3RlbJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOZmVVdEhSM2hSUlJBQuABAPoBBAhjEEw!16s%2Fg%2F1tjzmyvh?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D"
RST-00089,6,11,Tabkhaspace طبخه,Restaurant,4.9,+201026191467,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFWEurJh06QTWtC53a1TVO7Tjc7jpQ9X4YvyJpVP3uvJ3YI2XHcwxgsHzUAWoiXUfZVzLjtT2rZvABohtKTSi2oH6bNPHqZDCpoBNSvCIjZul3I6YT-8iyDZF19CgO_QjyMP_uNTn0xG_8X=w408-h565-k-no,"https://www.google.com/maps/place/Tabkhaspace+%D8%B7%D8%A8%D8%AE%D9%87%E2%80%AD/@30.0324099,31.2337132,17z/data=!3m1!4b1!4m6!3m5!1s0x14584744c8871a33:0x241dd67a08a1d3b3!8m2!3d30.0324099!4d31.2337132!16s%2Fg%2F11k3pdz3hx?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D"
RST-00090,6,11,Tamara Lebanese Bistro Waterway,Restaurant,4.1,+201275030555,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGdgMV5furNwaTjD_aVtka4rHBSxtvfjp1mJOGpn5Q85hTgxn-GPZb1LZQfHS24laAHsM_thPD5oV1Y05lOuW0B711L9rrzXALVYIp46EjRawqIAFOaLmcYUBBhu9RsUZFJjPlN=w408-h725-k-no,"https://www.google.com/maps/place/Tamara+Lebanese+Bistro+Waterway/@30.599136,30.7781951,9z/data=!4m10!1m2!2m1!1sTamara+Lebanese+Bistro!3m6!1s0x14582290bd3e0e77:0x2786c3ce3f35af22!8m2!3d30.0420465!4d31.475501!15sChZUYW1hcmEgTGViYW5lc2UgQmlzdHJvWhgiFnRhbWFyYSBsZWJhbmVzZSBiaXN0cm-SAQpyZXN0YXVyYW50mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJwS1RXRXpVa2xsYkU1dVRXMDRlbEZyTVRaUFJGSklWV3BzZEZReFJSQULgAQD6AQQIABBI!16s%2Fg%2F11c51w3z2_?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D"
RST-00091,6,16,The Grill Dining & Lounge,French restaurant,4.7,+20227988000,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFMGOLANhJH3TjajwhcjFkisGWlQYj9e-474w0xtQvw43aQnk1eocgGqe0NRD84RkuiYjfciXKE0JZ3IlXSvoca5l60BfJphTKKOLmbVaBkQtiXRtEiAZyL48UASiLZdatdstW2Iw=w408-h273-k-no,https://www.google.com/maps/search/The+Grill+Cairo?hl=en
RST-00092,11,11,The Lantern Room Restaurant,Restaurant,4.6,+20952361451,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFdvT7BNn6XLd5Q9McI1c2w0sN7yuwHksI6F7kK0ruEMmFH0a3q0AwSf5oQ1NlBKQUo1nM8DVmILIfbbKkx_ZIiR84UubwbuWhCPCzR_f66MP-W4i85T1g3cX5zpA1Jp9ExdCn4vg=w533-h240-k-no,https://www.google.com/maps/search/The+Lantern+Room?hl=en
RST-00093,6,11,The Smokery,Restaurant,4.4,+201026019175,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFTMFlrJ6_XQLIfh1zBLqQ-6zmP71ykYVqS8uiMr_nX3MmvAJBGrOdN1xpLLJ3tXzHmY74B9en05SGIpacFks4JI94lgmKRTiUKYKJOAImFCAdYoHoek8oIcJIn03L-KQpc_u1m6A=w408-h611-k-no,https://www.google.com/maps/search/The+Smokery?hl=en
RST-00094,17,5,The Smokery Beach,Beach,4.2,+201283008616,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEQDpDYxr9t76Imgr5kJvUgCstFFVcDblY-VbNnTgOmpInrRpA7Tp8kQM-URtirWO7q4y2NB1z1HAusahbZVkkpaKk6BZLkvI_8evJ5h6laM-ISGxTOvI4-Ua9ZYMtSoK0fKFOD=w408-h306-k-no,https://www.google.com/maps/search/The+Smokery+El+Gouna?hl=en
RST-00095,6,3,The Tap East,Bar & grill,4.1,+201002555503,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGzV8FJNHtyS6MqBrkC0MZrKdSjX44CmDS7q8EfKNyqz5Hyk4Sm5tFbEWWPWtVMwg39qtnGo_UZHrKDLfgyIMGETJHG5ACYUCSoXwVdDzoEir3fr1vlN9W-o5z-MYSO4-SrEsWi5g=w408-h306-k-no,"https://www.google.com/maps/place/The+Tap+East/@29.3034558,30.6124539,7z/data=!4m10!1m2!2m1!1sThe+Tap!3m6!1s0x1458229bb3e44225:0x59c1507bd9b1185c!8m2!3d30.0455834!4d31.4761462!15sCgdUaGUgVGFwWgkiB3RoZSB0YXCSAQ1iYXJfYW5kX2dyaWxs4AEA!16s%2Fg%2F11csql5jpy?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D"
RST-00096,11,11,Thebes hotel,Egyptian restaurant,4.4,+201005698381,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGtU0DDCc3A6ecIXb9o2YtDiMB3jzXT-V8rPlMEYlnjAwsfVnYFTUIZptPmUZDseLNub3sv_gw1yidzXK_LW-ZecW9ipKUVfbuJORyNfpPCeAfbjaYB48mMC5Vhc3lRdw78fWdvc4MwzD5SClJUAnriIHu66YH15F85A_L4IoqpX-f1EtWHEjLQ=w427-h240-k-no,"https://www.google.com/maps/place/Thebes+hotel/@25.712809,32.6219731,17z/data=!4m12!1m2!2m1!1sAl+Moudira+Restaurant!3m8!1s0x14491676ee3df94b:0x7c21b15982f2e08d!5m2!4m1!1i2!8m2!3d25.7128088!4d32.6245475!16s%2Fg%2F11f3x_2lty?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D"
RST-00097,1,10,Trianon,Dessert restaurant,4.2,+201285839731,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFUGnDg3RoXtVcBI1sEL1SuGDyj831SzpDKlJzhbxcGRQKtrQccXysz0ftvi4gtfHgKRyJvwBZyDeyLNPoBV7VxZK7Juhve_ihELZ-0-DncO1gYDrj9D8Ne19l7QLy4mGcGD7Mk=w408-h408-k-no,"https://www.google.com/maps/place/Trianon/@31.2009057,29.2411747,9z/data=!4m10!1m2!2m1!1sTrianon!3m6!1s0x14f5c3ed8abd6069:0x406ec191aa7d12e6!8m2!3d31.2009057!4d29.9003544!15sCgdUcmlhbm9uWgkiB3RyaWFub26SARJkZXNzZXJ0X3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1td8nrpb?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D"
RST-00098,20,11,Umbi Sharks Bay Diving Village,Egyptian restaurant,4.5,+201277244001,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEaew9ngQGT__aYpjDJTTExsTAWCrZ46Nj4XQkWGWvvR0Jy8cUX18hJqwcMh5eMmiIu3SR7jK5u29tM824yq9mnMV3PveajnoL3I7HTA5H0U8LkwUh2LIoKdCMq9w9OnuCOcLsjckSfRlo9=w408-h543-k-no,https://www.google.com/maps/search/Sharks+Bay+Umbi?hl=en
RST-00099,6,11,Zeeyara Restaurant,Restaurant,4.5,+201022338401,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFz04YuBic8KmfldG9Itfl31fPZW38SCwpMloPN0I3B3Jj736Al2AchwWJUtquCsW_VSd_4Jv5ls1szCZe2j4Fqv8o-xZ17a-ry6R3T3VK6AjSNB6s2YK91OTGZkK9uk1Egl591W3y61fg=w408-h272-k-no,https://www.google.com/maps/search/Zeeyara+Restaurant?hl=en
RST-00100,17,17,Zia Amelia Italian Restaurant,Italian restaurant,4.6,+201225271526,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHh4fBKBbuwTDi6SqVyE_67bY2rAaNNKxj4YSRlVp-rcGFd-5Kb3ctN2MycVOXPPAKpr7GXcy74Godr8FknxLZOSgTjxFGYIZpbW-EEPB_7h089nQS74rI2U3A9cy5jqtf0NHt5vA=w408-h510-k-no,https://www.google.com/maps/search/Zia+Amelia+El+Gouna?hl=en
RST-00101,6,11,Zitouni,Egyptian restaurant,4.6,+20227916877,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFjGVDojtFBMUgKD5aNXghGJLEEeFQ2-UT3rMdPgU-eAHICRooUIy6M6LmBjdP8i_ZkiLnWozz001Hc9osLRw9svn1J1lZgf1btuZinWMehjZOyFT9kjgdGUITnzKUCcku4rK814igOYcuh=w426-h240-k-no,"https://www.google.com/maps/place/Zitouni/@30.036103,31.2294581,17z/data=!3m1!4b1!4m6!3m5!1s0x145840cd471cd953:0xe9548bafd9869708!8m2!3d30.036103!4d31.2294581!16s%2Fg%2F1thjqgnd?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D"
RST-00102,6,11,Zööba,Egyptian restaurant,4.2,0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHAPcOwwAj-8FXO7Ho2x7bJtoNOCOZPcVyiV7G9k1zpTIFbqZd7T1qsfb10PYUs3fkcDwTIz3XXsAk6r-pP3qgsKUaCvjANnslQGfcGjLA18bSa3chZNgFvNa0_ZGPwDgCCatK77ZEVnQ4=w408-h725-k-no,"https://www.google.com/maps/place/Z%C3%B6%C3%B6ba/@30.0610723,31.0545115,11z/data=!4m10!1m2!2m1!1sZooba!3m6!1s0x145840e1ad5005d5:0x680e77dd198afca6!8m2!3d30.0610723!4d31.2193064!15sCgVab29iYSIDiAEBWgciBXpvb2JhkgETZWd5cHRpYW5fcmVzdGF1cmFudOABAA!16s%2Fg%2F11c5b0njlv?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D"
RST-00103,10,23,بيتزا جاد,Pizza restaurant,5.0,0,https://maps.gstatic.com/tactile/pane/default_geocode-2x.png,"https://www.google.com/maps/place/%D8%A8%D9%8A%D8%AA%D8%B2%D8%A7+%D8%AC%D8%A7%D8%AF%E2%80%AD/@31.5823303,30.3273779,9z/data=!4m10!1m2!2m1!1sGad!3m6!1s0x14f7218bec3f5205:0x595bc79336cf4a8e!8m2!3d31.5823303!4d30.9865576!15sCgNHYWRaBSIDZ2FkkgEQcGl6emFfcmVzdGF1cmFudOABAA!16s%2Fg%2F11fs7zkblp?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D"
RST-00104,17,27,سوق السمك الغردقة,Seafood market,4.7,+201096900790,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF-O0yJ-9BkkEQjuHUwGEiGvOx0KROnsxL-LI6EHTaJ_hE-I095pgwTvG79bJq4e0HkQMF2BAroLB_GwNKatOu7Brcz4el3DNLQE-J6JIiV5eGQKbpg-ivLQpGB5zQ0izFW6Ey7CiY4furb=w408-h306-k-no,"https://www.google.com/maps/place/%D8%B3%D9%88%D9%82+%D8%A7%D9%84%D8%B3%D9%85%D9%83+%D8%A7%D9%84%D8%BA%D8%B1%D8%AF%D9%82%D8%A9%E2%80%AD/@27.2982124,33.7590181,12z/data=!4m10!1m2!2m1!1sFish+Market+Hurghada!3m6!1s0x14528732b04d8c3f:0x63656c6a3f3b4fda!8m2!3d27.2291045!4d33.8418963!15sChRGaXNoIE1hcmtldCBIdXJnaGFkYVoWIhRmaXNoIG1hcmtldCBodXJnaGFkYZIBDnNlYWZvb2RfbWFya2V0mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDI1V2VtVlZjSGROYlVaVFpHcFdSazFZYUZaVWVteERaRlpLYjJSR1JSQULgAQD6AQQIPxBL!16s%2Fg%2F11tx639jny?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D"
