id,name,category,cuisine,rating,phone_number,government,photo_url,maps,is_non_egypt_address
RST-00001,1902 Restaurant,Falafel restaurant,Egyptian,3.7,0,Aswan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHM4P92wf0S6vq7knMoXwZcICNp_A_nHqbowOprcFBnqcrT1sBPoef3NnjLck1ECQl8LDVubyHmslVgh4xz4aHRG9QoGWAT8YIDyXZpRwrSLWWd5DiS-sV05LbW-GaUqm7waSdidg=w513-h240-k-no,https://www.google.com/maps/search/1902+Restaurant?hl=en,False
RST-00002,8 Restaurant,Chinese restaurant,Chinese,4.3,+20227916888,Cairo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHNaniUhMPhgLxd1w-3mj5sbrTEaHESO-2oN8pA7KHl1BPFTFOe50OUCd-D-xluxs18cmDKxrosB_TrmtEY4EpQofuyhYu0WkF_HAfB5Y1JkZ9QpPdiFhaKao1L9QdSxor6JGz55sy6oGnd=w426-h240-k-no,"https://www.google.com/maps/place/8+Restaurant/@30.0361876,31.14731,12z/data=!4m10!1m2!2m1!1s8+Restaurant!3m6!1s0x1458408f25846503:0x84d599fc271bd09b!8m2!3d30.0361876!4d31.2297075!15sCgw4IFJlc3RhdXJhbnRaDiIMOCByZXN0YXVyYW50kgESY2hpbmVzZV9yZXN0YXVyYW50mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ4d2VtTkVXbkpqYld4dVpHNUdWbGw2YkVWT1JURlVaVlZTVms0eVl4QULgAQD6AQQIABAs!16s%2Fg%2F1tdlqnmv?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00003,9 Pyramids Lounge,French restaurant,Egyptian,4.2,+201212299999,Giza,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHrrql-nD4AB4brFNWDV8htMDsX7pKcSoSypz0y2KDagQScPsnGNWNZdyGke5rNcENW0mfWIlOV7OtcxPyojzq62ggb_GlHb5eWgfHuQUY9tDLxC_GI9waS_c1C-HZIkLtZikA=w408-h306-k-no,"https://www.google.com/maps/place/9+Pyramids+Lounge/@29.9677783,31.1267711,16z/data=!4m13!1m2!2m1!1sPyramids+Lounge!3m9!1s0x14584f74545fb4b7:0x5397b82f76e498ad!5m2!4m1!1i2!8m2!3d29.9677783!4d31.1319209!15sCg9QeXJhbWlkcyBMb3VuZ2VaESIPcHlyYW1pZHMgbG91bmdlkgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11mv3bzwvh?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00004,Abou El Sid Restaurant,Egyptian restaurant,Egyptian,3.8,+20227359640,Cairo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH_4-0XQlk5E6o46Ch1jswDhL2joem1JrIQwtI0FnXGBMdtrl_KVJj0n0O0-Qajx2h8oORUDFvVhu2MNNggY74TQRBem_gxqYxsP5DXm-eSiMx5nZeqWGiISl8HnDMteM0Dy1VKzgMAOrPv=w408-h544-k-no,"https://www.google.com/maps/place/Abou+El+Sid+Restaurant/@30.059463,31.1417733,12z/data=!4m10!1m2!2m1!1sAbou+El+Sid!3m6!1s0x145840eb2c0e580f:0x25aa349178187545!8m2!3d30.059463!4d31.2241708!15sCgtBYm91IEVsIFNpZCIDiAEBWg0iC2Fib3UgZWwgc2lkkgETZWd5cHRpYW5fcmVzdGF1cmFudOABAA!16s%2Fg%2F1wb4460m?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00005,Abou Haidar Shawerma,Shawarma restaurant,Shawarma,4.2,0,Cairo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGJMc-PhwKSx40_xeT2TBUt0C9XeXX0Y0RhyJd_qYnIv9N1SdZiKkwmMcDNvpP9SQd0QYqZwxlFoxjl4i8dE11syxFBiYc1kHcQ3_fZM_Q1YHzdhdugCGEW8KskHgo1F4iXX805=w408-h306-k-no,https://www.google.com/maps/search/Abou+Haidar?hl=en,False
RST-00006,Abou Shakra Restaurants,Restaurant,Egyptian,4.0,+20224188891,Cairo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGF5Ve06JiOFow9LpGWDBJfnZgXaIARJqQD4i_WKx_pq06VAu14x6TiYheRI845LGOZ1BELiBF_2gXob__eeoPjIKMsKtUuVdrOEm0ApTHGs21B8mQuepRT3ERft-e3_Gt5jwsb=w408-h544-k-no,https://www.google.com/maps/search/Abou+Shakra?hl=en,False
RST-00007,Abu Dabbab,Beach,Beach,4.6,+201220000605,Red Sea,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHgrDkIo2BRqXYwqz8toTukXIr5VbUc2RIG7JjhZGEobHgm13zmmHSqhEDLVP1-FX4d1lWfK9pQfomZ_9brvBIKzVYwEp860G81jYDlIxitG4h03bdZbosfDAwvRVjhHNIgovuEkLSIOJF4=w408-h357-k-no,"https://www.google.com/maps/place/Abu+Dabbab/@25.3373735,34.7381258,15z/data=!4m10!1m2!2m1!1sAbu+Dabbab+Resort+Restaurant!3m6!1s0x15b4bb1887f2bacd:0x83e8cbcfb44a893!8m2!3d25.337374!4d34.7381258!15sChxBYnUgRGFiYmFiIFJlc29ydCBSZXN0YXVyYW50Wh4iHGFidSBkYWJiYWIgcmVzb3J0IHJlc3RhdXJhbnSSAQViZWFjaJoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyMU9VMWx0T1U5aVJXeFdVVzF3Y1ZOdFZtbGllbXhKWld4d1NGZFhZeEFC4AEA-gEECCgQJQ!16s%2Fg%2F123230k3n?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00008,Ageeba Beach,Public beach,Public beach,4.6,+201101153532,Matrouh,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEmk-ZDqyz-iaga4e3PEz01J-YBGHjiwxPfyHllnqmq-nlMeEObO1WAbYNpX2vu8E4HvLXz4-PRuM44pMOTa94KB_pN3vbR0lyjuzhJDc3BwCNJi15MaCwRC59oIIkNOqgT9fqJZA=w408-h306-k-no,"https://www.google.com/maps/place/Ageeba+Beach/@31.414321,26.6768378,10z/data=!4m10!1m2!2m1!1sAgiba+Beach+area+restaurants!3m6!1s0x1462060d7b0f1aef:0x799f52919280e6bc!8m2!3d31.414321!4d27.0064276!15sChxBZ2liYSBCZWFjaCBhcmVhIHJlc3RhdXJhbnRzWh4iHGFnaWJhIGJlYWNoIGFyZWEgcmVzdGF1cmFudHOSAQxwdWJsaWNfYmVhY2iaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnBhV2xGVVdsUlZNRFZTVjBWV05tTldiRkZSYlRWaFRsWndjV014UlJBQuABAPoBBQjpARAw!16s%2Fg%2F11cftyqff?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00009,Al Agha,Syrian restaurant,Syrian,4.2,+201015537363,Giza,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG2JpJdTp4RQw-PLa6hdFtkxUl1JvvuNg0m88pOWHYDs1T1VI04rgOS73c5bhOs7RtLaLTM6IHml91801cIWj1dYuYj58hmcidfAz8SKfztfry_0TEP6l9i0Y_apcTt67XIXJF72TDQ2ao=w426-h240-k-no,"https://www.google.com/maps/place/Al+Agha/@30.0399566,31.1765871,13z/data=!4m10!1m2!2m1!1sAl+Agha!3m6!1s0x145841887cdbef93:0xc15e00713f61cadc!8m2!3d30.0399566!4d31.2177858!15sCgdBbCBBZ2hhWgkiB2FsIGFnaGGSARFzeXJpYW5fcmVzdGF1cmFudOABAA!16s%2Fg%2F11ph0t_qb0?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00010,Al Sahaby Lane Restaurant,Restaurant,Egyptian,4.6,+20952256086,Luxor,https://lh3.googleusercontent.com/gps-cs-s/APNQkAET44LjoKEZnSLgEldndKpBZKesbBbn_7eugRFja0i2jztrNG96ucf6K0CDjKOqnPvNEA1-gLGR_yZYSSw9flWFzrS00kgOPn7heyew9rpt7ZkqpWPpDTRkAyS5yFds7TN74YUz=w532-h240-k-no,https://www.google.com/maps/search/Al-Sahaby+Lane+Restaurant?hl=en,False
RST-00011,Andrea El Mariouteya New Giza,Chicken restaurant,Chicken,4.2,+201003531000,Giza,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFlZ3ZlMWC7xVXYIgsYMlj-BDurB2n9or9Vs-OtSNnr7m3rPrG5jZ5W4KhtE_Y5xjw_UYIMT1SFm9w28QlzQNAEXOJcS-8YB2OmTrRpEL8KJLklC5AOX1j7ILUDhY4yojHpg4rp2G_37SN2=w408-h306-k-no,"https://www.google.com/maps/place/Andrea+El+Mariouteya+New+Giza/@30.0216696,31.0529834,17z/data=!3m1!4b1!4m6!3m5!1s0x14585aeb0a393379:0x461dcc8433f320d3!8m2!3d30.0216696!4d31.0529834!16s%2Fg%2F1thmyy4c?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00012,Aspero Restaurant & Lounge,Restaurant,Egyptian,4.4,+201050855838,Giza,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH6ZFr9u7dst6JaEHzKRB4VXImZLgI-PvFJ2VkspIi18kYiXlxAGx6FZxOZ3gp9Rt7K0MTZlowfmZvEobSkHAQsCE6poL-xAMqRd-f5dKSQEmbuYU6jkshEJVKmih3OghKcwo0e=w408-h272-k-no,https://www.google.com/maps/search/Aspero+Restaurant+&+Lounge?hl=en,False
RST-00013,Aswan Moon,Coffee shop,Coffee shop,4.0,+201202121561,Aswan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHYOlg8Z0H6-ad4-OxMCw6UzzcfC_Vj_ltoGphPybCosYQjJPEvKoe5JUPB_BZJAwaTPYOJWhcrVpUrm1KLHXTTwy-aj5LnI1Zs5WWEcrrcdbrQMYYg2w1BWK_uJal4fCDjJY2iXg=w408-h306-k-no,https://www.google.com/maps/search/Aswan+Moon?hl=en,False
RST-00014,Balbaa Village for Grills & Seafood | Bashair El KhirBranch,Egyptian restaurant,Egyptian,4.2,+20216941,Alexandria,https://lh3.googleusercontent.com/gps-cs-s/APNQkAExgGaMrcC3c_oo0_Yj9xmheK1218laXLwwKJlzDErhwwSyZ_6VAXTA24mmwkVKCbbpErK8e-66FU4aOm5btsBVNFotwoNFTmldY_u_NIeobiHrAmNNtIItbDHKvqFf1SDhjd4v=w427-h240-k-no,"https://www.google.com/maps/place/Balbaa+Village+for+Grills+%26+Seafood+%7C+Bashair+El+KhirBranch/@31.1600545,29.8452981,13z/data=!4m10!1m2!2m1!1sBalbaa+Village!3m6!1s0x14f5c5dfa99e7383:0x69357fa0a9834306!8m2!3d31.1600545!4d29.8864968!15sCg5CYWxiYWEgVmlsbGFnZVoQIg5iYWxiYWEgdmlsbGFnZZIBE2VneXB0aWFuX3Jlc3RhdXJhbnSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUm9hUzFUV2tkQkVBReABAPoBBQiYBRBD!16s%2Fg%2F11gycpnq26?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00015,Birdcage,Thai restaurant,Thai,4.6,+20227988000,Cairo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHS3RcCuvErvyB8nKLydCAVtrl0rzWLXEXqMDzff74OSVFY_O-b0_3W3PfklNTz1k8eexAwfR6XS4gaORtGR7yagABbOjQUOHXGOrUjohmunkJqVtoqzytHpsv9VJKMH2WA8rcmkv69sTNE=w408-h306-k-no,https://www.google.com/maps/search/Birdcage?hl=en,False
RST-00016,Blue Harbor Rooftop Restaurant Windsor Palace Hotel Alexandria,Cafe,Cafe,4.6,+2034808700,Alexandria,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHt6_TZUZGBZtnM450mKaWQHsWHNm_Lc6-4kD6_NYBzuMk962OpZpefAer8i7Zt1w0Ot5x5o_KKcgtW4k-cEZUH-XPwbrvA6RLbAOztGW839CpckHoHzaVA19vedRIOyStMIAvH=w408-h317-k-no,https://www.google.com/maps/search/Blue+Harbor+Rooftop+Restaurant+Windsor+Palace+Hotel+Alexandria?hl=en,False
RST-00017,Blue House Restaurant and cafee,Restaurant,Egyptian,4.3,+201061759632,South Sinai,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHtCBym0axHylYPC9-OWfJOwZg6JOXZdkLBQCGdOC6HCRMoYzivpL7gaJzIJpVHOmcbTapTCiHgY4rW8FZHu-EZnWOh2wyMzMphvEYuihkYiCXWa9plrXdz9lEGVpbJ5aZdc0wO1w=w408-h306-k-no,"https://www.google.com/maps/place/Blue+House+Restaurant+and+cafee/@28.4653814,34.4880619,13z/data=!4m10!1m2!2m1!1sThe+House+Restaurant+Dahab!3m6!1s0x15ab4bda04159547:0xac1de981c1a751a0!8m2!3d28.4979184!4d34.5174259!15sChpUaGUgSG91c2UgUmVzdGF1cmFudCBEYWhhYlocIhp0aGUgaG91c2UgcmVzdGF1cmFudCBkYWhhYpIBCnJlc3RhdXJhbnSaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjF3TVZSVVdsbFRWVzk1VkRCV1psZFlXbmRXVjFZMlZXdHZlVmx1WXhBQuABAPoBBAgAEEU!16s%2Fg%2F11jlfsstgm?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00018,Bob Marley Moonlight terrace restaurant cafe,Dessert restaurant,Egyptian,4.7,+201142133369,Aswan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHO6s0eNuaPh7yBd8tgSfcUP_nJiy-aTpBlqNJO4aU8OJOt1U5qnwUmIjAJ80adAb4PB81VjW0dJcCoKpHIExwhx7DWmI0UPcJXEyO22POS-HBWiAJtCv8ySZzwcv-k1YnnE6JqJzyHcHU=w408-h306-k-no,"https://www.google.com/maps/place/Bob+Marley+Moonlight+terrace+restaurant+cafe/@24.0904587,32.8910269,17z/data=!4m9!3m8!1s0x143664b1b70d1bc1:0xc4cacadeb64acfe1!5m2!4m1!1i2!8m2!3d24.0904587!4d32.8910269!16s%2Fg%2F12345xy60?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00019,Bruno Cafe,Coffee shop,Coffee shop,4.1,0,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEQer7DFZ6mCOq5dLX6vx6LC4z0AVt8ELsGHHH3meR64QMARGUtWZDGN1JzJNibhJUeKKJudTJyMP0OMkNK7p37Wud5O-gx2ziwcOgVpA0z5IuO9Toltpr0UURg9Z8DBao_Sh6f2zLpJ7iw=w408-h271-k-no,"https://www.google.com/maps/place/Bruno+Cafe/@49.2121632,6.0614457,5z/data=!4m10!1m2!2m1!1sBruno+Cafe+%26+Restaurant!3m6!1s0x4712957dd07bdcc1:0x425d081b92d909f5!8m2!3d49.2121632!4d16.6083207!15sChdCcnVubyBDYWZlICYgUmVzdGF1cmFudFoZIhdicnVubyBjYWZlICYgcmVzdGF1cmFudJIBC2NvZmZlZV9zaG9wmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5UVU5ST0dGeWREVm5SUkFC4AEA-gEFCJoCEEM!16s%2Fg%2F11rf7s238d?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",True
RST-00020,Cairo Kitchen zamalek,Egyptian restaurant,Egyptian,4.1,+20227354000,Cairo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGdZEL6da_uBkVpp79vS7gQZI6WyIuHKESx258kLFq3J_XiazTj-MKRD_wJJ69j_JCsIEfHWhAJrHujlnVnO7QoIgl0gLnqT3CtI_48NDr_9ybLI5HP95pTJEx3WbT8xhOE6Jb8y9rYtUVr=w408-h544-k-no,https://www.google.com/maps/search/Cairo+Kitchen+Zamalek?hl=en,False
RST-00021,Cairo Vista Restaurant & Bar,Restaurant,Egyptian,4.9,+201221101101,Cairo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH94fuc37uF1OlXJStdXq4Gf4mc9lVvPSpHSxnhLNMIR2TcV9qXBMln1z4xNkxF1OKxyVUKbz_stuwWgnCHzosl-Y-Dk5xo4dbiliYWKfeR7fMny1FOkKpKlwwS-qKJVfUJVvlt2l1xCfY=w48-h48-p-k-no,"https://www.google.com/maps/place/Cairo+Vista+Restaurant+%26+Bar/@30.0396377,31.2382839,17z/data=!3m1!4b1!4m6!3m5!1s0x145841e3b544712d:0x4af051f0588e1e14!8m2!3d30.0396377!4d31.2382839!16s%2Fg%2F11xtn1dc70?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00022,Chez Gaby Au Ritrovo,Pizza restaurant,Pizza,4.3,+2034874404,Alexandria,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF9oMM8a_qjettWrslzzeDj4qs_NloKJCJ2BwVamQGB_kGVD-eQJaEpd3XrRsmSMk7S3QHfuz70MpvVn3KiUmkNqBMiBGhya77iOq_Lv0WcF25o6DJenRlsYdD-ZuZV4xEdsyyG=w408-h353-k-no,https://www.google.com/maps/search/Chez+Gaby?hl=en,False
RST-00023,Cilantro Vogue S90,Coffee shop,Coffee shop,4.9,+201200210606,Cairo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHEcLdsOeDmnhiihi6lJ0PT9VFgAvBPQcusnQZafeDGJ5iF5bpa51lYjEKkjmbbRejRMZqWWipVGNwV6gd1lG0P088_Pte41zMgkN9A8UuQI42DEcSgLttD-ZOfVKwaouybG7zINLDrJeg=w408-h489-k-no,https://www.google.com/maps/search/Cilantro?hl=en,False
RST-00024,Crave,Restaurant,Egyptian,4.7,+201095222976,Alexandria,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGBHT2zd6O4p_snm1NHVoM_24a-8q8YMrWchJNzEuEI0NpT1AxoR7qnjCqwQ6oxG2TVS00ujhCKtwiPhl6Y5Ql5YYoI95ZC6IvvDT1h2BWw2DfHazCuEzyNdvgDRwdotYZ--z8=w408-h544-k-no,https://www.google.com/maps/search/Crave?hl=en,False
RST-00025,Cup Hungry Restaurant - مطعم كب هانجري,Restaurant,Egyptian,4.4,+201116598333,Cairo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFxvriR8-GjdyEflbYPCr7m2GQczeFYEbwb9xfdyRBs2yxlVBXFPMKQtw9f2PlB9-fAg0wAQ_g4qmVTKKcZpmvwQSivEttuFH6C8NDuzPIiAlW8iqORsl_CWNu372YzX94wTiW1a0faFNk=w520-h240-k-no,https://www.google.com/maps/search/Cup+Hungry+Restaurant?hl=en,False
RST-00026,Depresso cafe,Cafe,Cafe,4.3,+971502445434,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG2hiQYadPX5nEU5VZfeQR-HIl9LKPqQ83psiHvn2_vZECr1ZRjRw1c-6ux74pnYYa0JoAI2RIWH7mdZBrm6t_AKtLrPTLOb4wEhPAIdmriO6VrmGL5qUWiD9w_RszomD8LmnBwNqhWnTcX=w408-h544-k-no,"https://www.google.com/maps/place/Depresso+cafe/@27.9104923,43.1522434,5z/data=!4m10!1m2!2m1!1sDepresso!3m6!1s0x3e5f6a46a094420d:0xb4de4587fd91d5a4!8m2!3d25.1493536!4d55.1984128!15sCghEZXByZXNzb1oKIghkZXByZXNzb5IBBGNhZmXgAQA!16s%2Fg%2F11dxjv4rrm?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",True
RST-00027,Délices Patisserie Alexandria,Dessert restaurant,Dessert,4.3,+2034861432,Alexandria,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFgf_Yrmw_upDtEhL29qdXhSURY3grtNLBiGNEC58T-N-IAN--mkSiLtidnyqHmcP2wUMv2xZ3KStNyXnvC3KpskkaFvb5FA-hx-FWJDbKlNYGsvUMEGwrqMLOl1xMYgGiWORw-pA=w408-h327-k-no,"https://www.google.com/maps/place/D%C3%A9lices+Patisserie+Alexandria/@31.200107,29.2403732,9z/data=!3m1!5s0x14f5c3ede620d75b:0x17547b0be0df4fe9!4m10!1m2!2m1!1sDelices!3m6!1s0x14f5dad28f33e327:0xc70657569f1e2b35!8m2!3d31.200107!4d29.8995529!15sCgdEZWxpY2VzWgkiB2RlbGljZXOSARJkZXNzZXJ0X3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1vlwtllc?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00028,EL Hamra Street Restaurant,Lebanese restaurant,Lebanese,4.1,+201551383006,Cairo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGmXqJD0UM6lWPNIvxsFj82ixC96P4-bQ-8334d03jz5WJmQErW87jGAy8kkeXfSVr4ESWP8jiC_sGGIOABEPL2MIKqF3GVfWEX1xo2StnKCZtS225pU5-lSAWjfqHPhEep-serNGhiHwfH=w408-h544-k-no,https://www.google.com/maps/search/Al+Hamra+Street?hl=en,False
RST-00029,Egyptian Nights,Egyptian restaurant,Egyptian,4.0,+20227394631,Cairo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHQ-MSEHcWXMepDDtySgC1GmM7gQjsacFZByr-IzWVbumHMifH0TyONipIk33UObZOtcdKWJ4gRS6tLdA_8wfJE9ik4R5EF9q-WuOXDyKiiZVsIPQ9RFnTvZbWkVRmqoFImbvI5TKOvK6w2=w408-h306-k-no,"https://www.google.com/maps/place/Egyptian+Nights/@30.0568652,31.2243188,17z/data=!3m1!4b1!4m6!3m5!1s0x145840dd89dfbdcb:0xc5c4a375f06d69f4!8m2!3d30.0568652!4d31.2243188!16s%2Fg%2F1s04f2z74?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00030,El Dahan - South Park Madinaty الدهان مدينتي,Barbecue restaurant,Barbecue,4.8,+20221250000,Cairo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHwsf2rRQiU7bE3zD42U_3xX9SX-m_vx7jh-SqdjH70HKBO8AbaBxOUQJxb6o3Yn0jk0M3jkbX75JLSBGuFyM4TZd_L2mnRXgue23p4T05rI0wbFZLca0RcKURFAKzmcA3n_Vk7dQ=w408-h306-k-no,"https://www.google.com/maps/place/El+Dahan+-+South+Park+Madinaty+%D8%A7%D9%84%D8%AF%D9%87%D8%A7%D9%86+%D9%85%D8%AF%D9%8A%D9%86%D8%AA%D9%8A%E2%80%AD/@30.0476926,31.3323343,11z/data=!4m10!1m2!2m1!1sAl+Dahan!3m6!1s0x1457f66555555555:0x65cc1bd570581b96!8m2!3d30.084493!4d31.6406662!15sCghBbCBEYWhhbloKIghhbCBkYWhhbpIBE2JhcmJlY3VlX3Jlc3RhdXJhbnSaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnhTYTJKV2NIQlNhbWhTVEZWMFNXTkZPVzFsVjA0d1RsWlplbFJzUlJBQuABAPoBBQiSAhBM!16s%2Fg%2F11c2l8z48l?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00031,El Dokka Resturant,Barbecue restaurant,Barbecue,4.2,+201111505032,Aswan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAElspbFQmm0aBP4vd6IN8n10mdjdx54fZrSNkh0Hu3aQwu9dPMvCG8PMdHHcoWwdAFCj_4Bq2_ZK0kYnVRnr_iqWqTY2rcfTxJZSc7rvUZWkTH7jjGzb_3otB5bxU2watXMmKWs=w408-h306-k-no,https://www.google.com/maps/search/Al+Dokka?hl=en,False
RST-00032,El Gahsh,Falafel restaurant,Falafel,3.9,+201115195256,Cairo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGGaVcTcfoALYhz1GELPbuW87jINpJjyqv-7ARnCvga8pfA_9UXZ4K3xKiZPXtFEj2thCaxkDD7tpRWDEkibFVrusQaJSIX3K7SIv6Vl1GT7FWYpgYlXC0AXjcA0n2LJH_bS2Id27mmUq0=w408-h306-k-no,https://www.google.com/maps/search/El+Gahsh?hl=en,False
RST-00033,El Kababgy restaurant,Barbecue restaurant,Barbecue,4.2,+201063053134,Kafr El Sheikh,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFr-AS3naDuQmxUhIwZ5aT2c6kvpq-K8CQwLB0It8vQfLb1EGYQTf7_shm5EvM-dtHGvNAhNUGsEffQ56xYWwREdsKFg29XtwzHu6oL4sAEFvL-DW9XAwiqST7iGbIOgb_zEnIgrg=w408-h544-k-no,https://www.google.com/maps/search/Kababgy?hl=en,False
